|title|content
0|반갑습니다. 총대의원회 의장 조광호입니다.|"반갑습니다, 학우 여러분.
37대 골든벨 총대의원회 의장 조광호입니다.
코로나19로 인해 대학생활에 불편함을 겪으셨을 학우분들께 위로의 말씀을 전하며, 여러분의 소리에 조금 더 귀 기울이고자 '한마신문고'에 대해 소개드리려 합니다.

우선 현재 중앙운영위원회는 대학생 커뮤니티 및 페이스북, 열린총장실 등의 여러 매체를 통해 학생자치기구와 대학본부 측에 대한 학우 여러분의 건의사항이나 요구사항이 다수 있음을 인지하고 있습니다.

이러한 건의사항 및 불편사항을 대학본부 측에 전달하기 위해서는 ‘정형화 된 문서’가 필요하며, 이를 위해 학기 초부터 학생자치기구에서는 온라인 설문조사나 부스설치 등의 방법으로 학우분들의 의견을 듣고 이를 대학본부에 전달하여 학우분들과의 소통을 중요시 여기고 있었습니다.

하지만 각종 커뮤니티 내에서 학우분들의 요구사항마다 설문조사를 진행하여 대학본부 측에 제공할 문서를 제작하는 것은 어려움이 있었으며 에브리타임의 경우, 운영되고 있는 커뮤니티의 성격 상 광범위한 주제의 게시글이 공유되기 때문에 의견 종합에 차질을 겪고 있었습니다. 또한, 학생메일 사용 및 인증에 불편함을 겪는 학우분들께서는 에브리타임의 이용이 제한되어 학내 모든 학우분들의 의견을 종합하는 것이 불가능한 상황이었습니다.

이러한 문제점들을 보완하고자, 중앙운영위원회에서는 ‘한마신문고’를 만들었습니다. 한마신문고란, 학우 여러분의 학교에 대한 건의사항이나 불편사항을 듣고 중앙운영위원회에서 이를 수렴하여 공식적으로 대학본부 및 학생자치기구에 전달하는 원활한 상호작용을 위한 소통창구입니다. 한마신문고는 별도의 회원가입 절차 없이 학생정보시스템 ID/PW로 로그인하여 본교의 모든 학우 여러분께서 쉽게 이용 가능하시며, 익명 게시글 작성을 통해 대학본부 및 학생자치기구와 소통하실 수 있습니다.

학우 여러분의 건의사항 및 불편사항을 확실하게 인지하고, 더욱 원활한 소통을 이뤄낼 수 있도록 많은 이용 부탁드리겠습니다. 감사합니다.

한마신문고 이용주소 : http://ku-help.com
ID/PW : 학생정보시스템과 동일"
0|2021년 다문화•탈북학생 멘토링 모집 공고|"📚2021년 다문화•탈북학생 멘토링 장학생 모집📚

1. 사업명: 2021년도 다문화•탈북학생 멘토링 장학금
2. 활동기간: 2021년 3월 1일 - 2022년 2월 28일 (12개월)
3. 활동내용: 다문화•탈북학생의 학교생활 적응력 강화 및 기초학력 향상을 위한 교육활동 지원
4. 모집인원: 150명
5. 모집대상: 경남대학교에 재직 중이신 교수1인 추천을 받은 경남대학교 재학생
6. 지원 방법:
https://www.kyungnam.ac.kr/program/publicboard/outBoardDoc.asp?cidx=1131&idx=238


7. 지원 금액 및 혜택
(1) 도시지역 (시간당 12,500원) / 농촌지역 (시간당 15,000원)

(2) 장학금 수령하지 않을 경우: 봉사활동으로 인정"
0|천안 북일고 성희롱 사건 수사 진행중이래|"수사한다해도 정신 못차리고 저런 글이나 쓰고 있네;
다들 한번씩 청원해주고 가

https://www1.president.go.kr/petitions/597408"
0|나 어릴때 맨날 아빠랑 같이 잤는데|"밤에 갑자기 무섭거나 무서운 거 생각나면
자고 있는 아빠 흔들어깨움ㅋㅋㅋㅋㅋㅋ 그럼 아빠
자다가 깜짝 놀라서 “왜?” 이러는데 나는 “그냥”
이러면 아빠 다시 잤음ㅋㅋㅋㅋㅋ 일주일에 1~2번은 꼭
깨웠던 거 같은데 지금 생각해보니까 아빠 입장에서 짜증나고 그랬을텐데 한번도 화낸적이 없다..
생각해보니까 나 아빠한테 장난으로라도 맞은 적 없는듯
엄마한테는 많이 맞았어도.. 항상 못난 아들이였어서
한번쯤은 잘난 모습도 보여주고 싶었는데 못 보여줬네
우리 아빠 보고싶다"
0|사대생으로서|자부심이 느껴진다 ㅠㅠㅠ
0|확진자 설명|"답답해서 학생지원팀한테 전화해서 물어봤는데,
1,2,3번은 방학중, 학교 안나왔을때 걸리신 분들이고
4,5,6번은 법학과 확진자
7번은 조선 맞는데, 우리학교 확진자랑 접촉이 아니라 다른 확진자랑 접촉 되서 그런거라고 하셨습니다."
0|‼️기숙사 읽어주세요‼️|"방금 신관에서 자발적으로 4명이 모여서 1층부터 8층까지 청소를 완료했습니다 각층 쓰레기봉투를 갈았고 분리수거 8봉지 전부 9층 다리미실에서 하나하나 분류하여 [캔/플라스틱/일반쓰레기/유리] 구분하여 정리해놓았습니다 박스는 최소화하여 접어두었고 각층 화장실 쓰레기통 전부 비웠습니다 휴지는 이모님들이 오셔야 해결 가능한 부분이며 음식물 쓰레기또한 저희가 손댈수있는부분이 아니라 하셔서 저희가 할 수 있는 최대한의 정리를 했습니다 약 1시간 30분동안 청소하였고 저희딴에는 뿌듯했는데 분리수거 하는 그 사이에 새로운 쓰레기통에 분리수거하지않고 그냥 버린걸 보니 화가 나네요 이모님들이 못오시는 특수한 상황이니만큼 조금씩만 노력해주세요

📌 [ 분리수거 제발 해주세요 ]

종이를 종이에 캔이랑 페트를 재활용품에 일반쓰레기는 일반쓰레기에 뭐가 그렇게 어려우신지 모르겠지만 버리기전에 생각 한번만 더 하고 버려주세요

📌 [ 쓰레기 버릴때 씻고 버려주세요 ]

음식물이 남아있는 상태로 버려서 묵직한 쓰레기가 여럿 있었습니다 본인은 단순 귀찮아서 한 행동일지 몰라도 여럿 민폐입니다 음식물 다 버리고 양념묻은 통 씻어서 버려주세요

📌 [ 본인이 변기 막았으면 대처를 하세요 ]

막힌 변기가 한두개가 아닙니다 전부 넘치겠더군요 왜 본인이 막아놓고 모른척 가십니까 해결을 위해 노력해주세요 경비실에 말을 한다던지 해결방안을 생각해주세요

📌 [ 화장실에서 휴지 휴지통에 제대로 넣어주세요 ]

휴지로 가득차서 살짝만 눌러도 공간이 엄청 많습니다 수북하다고 바닥에 대충 던지고 가지 마세요 오늘 제가 얼마나 많은 똥과 피를 만졌는지 아시나요 본인들의 뒤처리 깔끔하게 본인들이 해주세요"
0|다른과도 조심해라|법학과랑 음교과 말고도 확진자랑 안겹쳤을뿐이지 간거 다안다;; 제발 좀 사리자
0|ㅠㅠ|"이건 창원에 다른 대학교 교수가 올린건데
친구가 '야 니랑 놀지말래~'라고 연락옴ㅋㅋㅋㅋㅋ ㅠㅠㅠㅠ"
0|사범대 뭐만하면|"음교 21학번 14명이 단체로 술 마시러 간거는 잘못한거 확실히 맞거든? 그건 인정해
근데 뭐만하면 사범대라고 선생될 자격있냐 하는것도 그렇게 좋게는 안보여.. 다른과는 뭐 취업할 자격있냐 하는것도 아닌데 맨날 사대여서 선생님 자격 운운에 임용 떨어져라는 식으로 말하고.."
0|애초에 이학교가 문제여|그러게 왜 대면을 했니
0|정리하면|"- 법학과 2명 확진
- 법학과 최초 확진자랑 동선이 겹쳐서 밀접접촉자라고 어제 밤에 음교 학생들이 연락받음
- 음교 학생들 오늘 아침에 검사 받으러 감
- 결과는 빠르면 오늘 저녁, 늦으면 내일 오전에 나옴

음교 학생들은 아직 확진이 아니라 밀접접촉자라서 검사를 받으러 간거임"
0|너무 욕하지는 말자|"확진자가 헌팅포차 간거 100번 잘못한거 맞지만
본인도 충분히 반성하고 후회하고 있을거임
코로나 확진만으로도 심란할텐데
너무 도배식으로 자퇴하라니 어쩌니 그러진 말자

우리 지역에 사우나 터졌을 때 처음 확진된 할머니
지역 카페에서 그 사람 때문에 온 가족이 확진됐다
애는 무슨 잘못이냐 비난글이 너무 많아서
결국 안좋은 선택을 하셨대

다들 답답하고 화나는 마음 충분히 이해되지만
너무 감정적으로 욕하고 신상 알아내려하고
그러진 말자."
0|음교 21 14명 친구들아^^|"같은 과 학생으로써 쪽팔려 뒈지겠다
합주에 관악애들은 마스크도 착용 못 하는데 무슨 대갈빡 빈 생각으로 그런 짓을 했니? 걍 너네 중 한 명 양성 나와서 죄책감좀 오지게 느꼈으면 좋겠다 ㅎㅎ"
0|동선 순차적으로 터지네|이미 욕 먹을거 다 먹은거같은데 그냥 본인이 동선 정리해서 올리는건 어떨까
0|음교 술마신애들 뭐하는거냐?|14명에서 단체로 술을 먹으러가? 너희때매 오늘 자가격리 끝나서 짐다싸고 갈 준비하고 있는데 집도 못가겠네? 또 긱사에서 강제 격리해야 하는 동기, 선배들한테 무슨 민폐야이게ㅋㅋㅋㅋㅋㅋ
0|총학생회 대처|"내 친구 동의대인데 동의대 에타에서 칭찬받고 있다하네
우리학교 대처 잘하는 편인거 같으니까 총학 너무 까진말자!!
열심히 하고 있는거 같은데 어제 욕하는 글이 좀 보이더라구"
0|와... 왜 욕먹는지 핀트를 못잡네|"술집이던 포차던 뭐건간에 사람 많은곳을 왜 가는건데? 거기 사회적 거리두기를 하긴 해?
턱스크하고 하하호호 하는데 ㅋ
다들 그냥 모여서 하루 술먹고 사라지는 불나방들만 있잖아?

진짜 어이없다 쉴드치는 너네들 ㅋㅋㅋㅋㅋㅋ
안걸렸음 운이 좋았던거고 걸렸으면 책임 져야지
성인이잖아? 걸리면 욕먹을거 각오하고 갔겠지?
꼬추한테 대뇌를 지배 당한건가

일반 술집 갔다가 걸렸어도 욕먹을 짓인데 지금 상황으로는?"
0|확진자 불쌍하다고 ?|거기 있던 모두가 걸리는건 아니니까 운 안좋게 걸린건 맞다해도 성인이면 본인 행동에 본인이 책임져야지 코로나 시국이지만 본인이 괜찮다고 생각했으니까 간거고 가서 코로나 걸렸으면 그 책임은 본인이 지는거지 욕먹는게 불쌍하다라 .. 지금 긱사생 1400명은 굶주리고 있고 누구는 자격증 시험 포기했고 대다수의 사람들은 혹시 모를 상황을 대비해서 알바 대외활동 다 포기하고 집에 있다 내 알바비 니가 책임질거가 시발 생각하니까 화나네 20만원 내놔 씨발
0|명예훼손 고소한다고 글 올린 익명씨|"당사자도 아니라고 하던데 그럼 저희도 경남대학생들 피해본거 다 취합해서 개인에게 손해배상 청구해도 되나요
누군가는 자격증 시험을 못보고
기숙사생들은 1400명이랬나요 다 갇혀있습니다
수업은 다 비대면전환되었고, 통학하시는 분들은 집에서 가족들이 본인때문에 걸릴까봐 떨고 있습니다.
물론 익명이라고 심각한 글들이 간혹 있긴 한건 인정하는데, 당사자도 아니면서 그런 글 올리지 마세요."
0|철학자들 도덕론자들 납셨네 ㅋㅋㅋ|"팩트는 걔가 헌포가서
기숙사생 대부분 밥도 못먹고 주말에
집도 못가고 갇혀 있다는 거임

걔 하나 때문에 ㅇㅋ?
니들이 쉴드 아무리 쳐대도 바뀌는 건 없음"
0|기분도 안 좋은데|앤드류 댄스타임 보고 힘내세요
0|👁👁👁👁👁👁👁👁|"여러분 대학생이라면 적어도 글 올리시기 전에

적어도 한 번 더 생각하고 올리셨으면 합니다

특히 이렇게나 혼란스러운 시국에 .....

단어 같은 것도 검색해서 알 수 있을 거 같으면

직접 검색 하시고

정확하지 않은 정보라면 말하지 마시고

제발 생각있는 성인의 태도를 보여줍시다"
0|헌팅포차도 맞고|확진자 누군지 아는데 그냥 술집도 많이 다녔음
0|못 먹고 못 나가는 긱사생들 놀리는 글|컨셉이여도 존나 재미없으니까 작작 좀
0|음식 사진|내가 진지한건지 모르겠는데 긱사애들 밥못먹고있는데 그런거 올리는거 좀 아니지않아? 진짜 사태심각해서 밥도 안주고 애들 힘들어하는데.
0|이게 뭐 하는거냐 행정실|"오전내내 머리 싸매고 최선을 다한 결과가 고작
2층 한마관 식당에서 다같이 학식이라니..
어제 확진자 발표 났으면 최소 오늘이라도 니네가 말하는 최선을 다해
확산 방지노력 해야하는 거 아니냐
긱사생들은 너희가 이렇게 나오면 식당이랑 짝짜꿍해서 돈 아끼는거로밖에 안보인단다
이번에 똑바로 안하면 kbs, jtbc, tv조선 다 제보돌린다
각오해라"
0|개병신같음 ㅋㅋㅋㅋ|우리는 비대면하자고 거의 사정사정한 수준인데 시발럼들
0|법학과 친구 잘못없음|대면수업 고집한 학교탓임
0|정복사|"정복사 불매한다


1. 12000원짜리 책 제본하는데 30000원 달라고 함
2. 신용카드로 결제한다고 하니까 수수료 3000원 붙여서 33000원 내라고 함
3. 그냥 그러려니하고 알겠다고 했는데 웬만하면 현금 뽑아와라 계좌이체해라 원래는 카드로 하면 35000원은 받아야된다 라고 함
4. 다시한번 더 친절하게 신용카드밖에 없다고 했더니 그럼 33000원만 주세요라고 하며 마치 굉장히 싸게해주는척 함
5. 아침 10시에 주문 넣었고 오늘 4시까지 꼭 해달라했는데 그 정도면 충분하다고 해놓고 찾으러갔더니 제본도 안해놨음
6. 가장 중요한건 내가 b4크기 종이에 a4책 크기 그대로 확대하지 말고 뽑아달랬더니 무슨말인지 알겠다고 해놓고 b4로 확대시켜서 뽑아놨음
7. 내가 이렇게 아니라고 했더니 알바생이 뽑았다며 난 모르는일이라고 함
8. 그냥 돈버림

희망복사 간다"
0|진짜 욕나온다|학교 ㅂㅅ같은게 한두번도 아니어서 걍 관심도 안가지고 있었는데 이건 진짜 아니지...백날 마스크 끼고 손소독하고 자가진단하면 뭐함?ㅋㅋㅋ확진자 나왔는데도 대다수가 무슨 과인지 동선은 어떻게 되는지도 모르는데 ㅅㅂ
0|나 오늘 진짜 흐뭇한 장면 봤다?|"할아버지 카트?구루마? 넘어져서 쏟아졌는데
학생들 다 뛰어가서 주워드리고 우리 학교 정 많구 따뜻한 학교란걸 느꼈어
+사진은 경대전에서 가조온거야"
0|뭔 공지를 안하냐|조만간 뉴스 나올수도 있겠다 경남대 집단감염 이래 나오면 학교 이름 알려지겠네
0|진짜 제발 익명들아 문제삼아도될거같다|"에타에 무슨일 있으면 해명도 해주고 하시던 분들께서 전염병을 입단속하자는 진짜 큰 일로 돌아올수있다는걸 모르는건지 아니면 비대면 몇게 듣던 사람이 걸려서 쉬쉬할려는건지 잘 모르겠지만 누군가는 알고있다면 꼭 말해줬으면 좋겠다

이게 뭐하자는건지 화가 난다. 이런거 앞장서서 학생들에게 말해주는것도 집부들의 일이 아닌가?
입단속해라고 투표한건 아닌데 무슨과인지 모르겠지만 정말 내가 그 학과라면 자퇴한다.
정말 총학이든 단대든 알고있는데 숨기지마라. 그러라고 너네 투표해준거 아니다.

학교 수준과 의식은 이런거에 드러난다 생각한다.
정말 알고있다면 어차피 익명이니까 제발 올려주라."
0|총학생회들아, 그리고 우리 익명이들아|"먼저 총학들아. 우리 소통하자.
우리는 완벽한 결과를 만들어서 보여달라는게 아니야
물론 하루빨리 결과가 나왔으면 좋겠지만,
적어도 어떤 일을 했고, 진행상황정도는 조금만 더 '자주' 알려줬으면 좋겠어.
내가 가장 활동을 많이 하는 곳이 에타라서 그런지 모르겠는데
어떻게 진행이 되어가고 있는지조차 몰라.
그러다보니 답답한 몇 명의 학생들이 개인적으로 조사해서 글 올리면
그거 바톤터치해서 받아서 처리하더라. 우리 계주하는거 아니다 지금.
같은 대학생이고, 아직 서툴러서 그럴 수 있다고 이해해.
적어도 소통은 하자. 학생들이 믿고 뽑아준거잖아. 우리의 권리를 대신 주장해줄 사람으로 뽑아준거니까 사이에서 힘들겠지만 많은 이야길 해줬으면 해.

그리고 에타에 활동하는 우리 익명이들아.
어떤 결과가 나와도 학생 100% 전원을 만족시키진 못해. 알잖아.
누군가는 대면수업을 해야 하는 실기과목 수업을 듣거나, 정말 대면수업을 해야 공부가 잘되고, 수업의 질을 따지는 친구가 있는 반면에,
또 다른 학생은 집에 면역력이 약한 가족이 있거나, 통학하는 길에서 많은 사람들을 마주하고, 그 불안감때문에 비대면을 주장하는 학생도 있어.
적어도 내가 바라는 것과 다른 주장을 한다고 너무 뭐라하지 말자. 서로 조금씩만 이해해주고, 배려해주자. 우리끼리 서로 감정싸움 한다고 달라질거 없잖아.

나도 지금 학교의 대처가 마음에 드는건 아니야. 여기저기서 학생들 확진자 나왔다, 아니다 같은 이야기는 쏟아지는데, 학교에서 파악조차 못하고 있다는 생각이 들어.
못해도 임시대책위원회같은거라도 해서 수업별로 파악을 빠르게 하고, 그 결과가 모든 과에 동시에 전달이 되서 문자로 일괄적으로 알려줬으면 좋겠어. 물론 학교에서도 하려고 하겠지.
그런 진행상황같은걸 총학이 사이에서 전달해줬으면 좋겠는거고.

답답한 마음에 혼자 글 써봤어. 이 글도 누군가에게 맘에 안 들 수도 있겠지만, 모두가 좋은 방향으로 나아가려고 하는 마음만은 똑같다고 생각해.

우리도 일단 각자의 위치에서 개인 위생 철저히 하고, 마스크 잘 쓰고 다니고 다들 건강하게 마스크 없이 볼 날이 왔으면 좋겠다. 다들 오늘도 좋은 일만 있길 바래^^"
0|🐳❤️설문조사 부탁드립니다!!❤️🐳|"안녕하세요 저희는 영어교육 캡스톤디자인 ‘안내데스크’ 조입니다. 😁

이번에 저희는 경남대학교에서 실시되는 다양한 프로그램들의 일정을 공유 할 수 있는 어플 캘린더 제작 프로젝트를 시행 해볼 예정입니다.

프로젝트 시행에 앞서 학생들께서 겪으시는 문제점에 대해 파악하고자 설문 조사를 진행하고자 합니다.

캡스톤디자인 프로젝트의 원활한 시행을 위해 많은 참여 부탁드립니다 !♥️

https://docs.google.com/forms/d/e/1FAIpQLSeHkiZ5nO5V7c4f8ZH_tKTMDTqGTVJRh8GS7bwiZnNszM6aSQ/viewform?usp=sf_link"
0|총학|이상한 기숙사관련 회의하지말고 비대면검토부터 하셈 기숙사 통금은 자치회,행정실에서 회의 잘하고있다던데 괜히 기숙사관련해서 회의하지말고 비대면검토나 해달라고:!
0|총학보세요|"비대면 대면 여부 올려주세요.
그게 안되더라도 최소한 지금 확진자 카더라 진위여부는 알려주세요
그리고 설문조사때 있었던 코로나 관련 정보 공유 해주세요.
비대면이 목적이 아니라 안전이 걱정인 사람도 있어요.."
0|솔직히|검사받은 사람이 있으면, 최소한 공지는 해줘야 하는거 아닌가;; 학교 왜 이렇게 일 안하는거지..
0|창조관 지하 주차장 쪽에 축구공 놓고 가신분|가져가지 마세여!!!
0|남자의 화장품_1|"요즘 남자 화장 얘기 조금 나오는거 같아서 내가 아는거, 사용해본 거 조금 끄적여 볼게요. 사실 뭐 별거 없긴 함. 긴~~~~글 주의. 참고로 본인은 남자임
(비방, 비판 해도 상관 없고, 그와 무관하게 이 글은 조만간 삭제할 예정)

- 피부화장을 하기 전에 무조건 기초부터
이건 당연한 이야기임. 기초화장부터(스킨, 에센스, 로션, 크림 등)하고 비비.파데.쿠션 등 피부화장을 올려야 함. 그리고 기초화장을 하고 선크림이나 선프라이머를 바르고 피부화장을 하면 화장이 더 잘 먹어요(?) 바르기 쉽다는 말.
그리고 컨실러 라는게 있는데, 파데,비비,쿠션은 커버력이 떨어지기 때문에 비교적 가리기 힘든 수염자국, 여드름 자국 가릴 때 사용함. 얼굴 전체 깔 수도 있는데 나는 부분적으로만 바름
후에 지속력 높이고 싶으면 파우더(이니스프리 노세범 파우더 유명) 올리면 마스크에더 묻어남이 덜하고 지속력도 더 높아짐
종합해서 바르는 순서는 기초-선크림/선프라이머-컨실러-파데/비비/쿠션-파우더

- 비비 보다는 파데나 쿠션 추천
사실 이건 제가 비비를 안써봐서 파운데이션이나 쿠션을 추천하는거지, 뭐가 더 좋다/안좋다 따지는건 아님. 화장품을 살 때 같은 브랜드 제품이지만, 이상하게 비비는 거르게 되더라구요.(개취존중)
그리고 초보자들은 파데보다 쿠션 올리는게 더 쉬울 수도 있음. 비비나 파데는 뭉치지 않게 골고루 펴바르는게 중요한데(쿠션도 동일하지만) 이 과정은 쿠션이 더 편하다고 생각함.
호수가 정해져 있는데, 처음 사시는 분들은 오프라인에서 테스트 해보시거나 직원분들에게 맞는 호수 추천 해달라고 하는게 좋음. 그리고 같은 호수라고 해도 브랜드마다, 제품마다 색상 차이가 심하기 때문에 화장품을 바꾼다하면 일일이 테스트 해야함.

- 비비나 파데를 바를 때는 손보다는 도구 사용 추천
웬만한 비비나 파데는 손으로 바르기 어려움.(숙련된 분이 아니라면) 퍼프(납작한거 말고 입체형?으로 된거)로 펴바르는게 수월함. 퍼프도 물에 묻히냐 마른상태에서 하냐 또 다르긴 한데, 이건 유튜브 참고
브러쉬도 쓰긴하는데 자국 생길 수 있고 퍼프로 바르는게 제일 쉬운듯.

- 쉐딩까지는 안해도 될듯
피부화장을 하면 눈-코 부분이나 턱 부분에 명암이 사라져서 입체감이 덜 느껴짐. 그래서 이거를 쉐딩으로 효과보는데 피부화장 할 때 마다 무조건 해야한다. 이건 아닌듯. 본인도 그렇게 중요하다고 생각 안하고, 친구가 들고다니면 가끔씩 쓰는거밖에 안해

- 지울 때는 클랜징오일/워터->클랜징 폼으로 이중세안 할 것
클랜징 폼으로 1회 세안하면 화장이 다 안지워 짐(심지어 선크림만 발라도 다 안지워 질 때도 있음) 클랜징 워터나 오일로 1회 세안하고(세안 방법도 따로 있음) 클랜징 폼으로 이중 세안해야 깔끔하게 지워짐.
그리고 클랜징 폼은 약산성 클랜징폼 찾아서 쓰는거 추천. 약산성 클랜징이 비교적 거품이 안나와서 적응이 안될껀데, 그렇다고 과하게 쓰면 안되고, 쓰다보면 익숙해짐.
클랜징 워터는 안써봐서 모르는데, 워터/오일은 피부 타입에 따라 다르다고 알고있음

마지막으로 내가 써본 피부화장품(100% 주관적)
비레디 파운데이션_비레디가 남자 전용으로 출시된 브랜드라 추천함. 파데치고 손으로 바를 수 있다는 장점. 다른 파데보다 진짜 펴 바르기 쉬움. 자연스럽긴 한데, 약간 텁텁한 느낌?이 있긴 함
클리오 킬커버 파데_호수를 잘못 선택했을 수도 있는데, 남자가 바르기엔 밝은 느낌. 브러쉬나 퍼프 사용하야 함.
비레디 마그네틱 쿠션_파데보다 텁텁함이 덜 함. 쿠션치고도 바르기 쉬움. 묻어남 덜함. 요즘 제일 많이 사용하는 듯.
에스쁘라 비실크 쿠션_시원한 느낌. 묻어남 생각보다 없는듯. 나한테 밝긴 하지만, 남자 브랜드가 아닌거 치고는 괜찮음. 이것도 자주 쓰긴 함
(추가) 라카 소프트 라이팅 쿠션_자연스럽게 올리기엔 추천하는데, 묻어남이 심함.(코시국에 한두번 쓰고 안썼는데, 기분탓일 수도 있음)
(추가) txm 쿠션_xtm도 남자전용 브랜드로 알고있은데, 이걸로 입문함. 근데 다른 파데, 쿠션쓰고나서 이거 안씀. 그냥 나쁘지는 않은데 다른거 쓰고 못 쓰겠더라,, 크게 장점없음.
홀리카홀리카 쉐딩(제품명 모름)_여사친꺼 가끔 쓰는데 가성비도 괜찮다고 함. 나도 그렇게 느낌. 저가라 입문하기에도 괜찮을듯
비레디 컨실러_웬만한 홍조, 여드름 자국 꽤 잘 가려지고, 짙은 수염자국 아닌 이상 자연스럽게 잘 가려짐. 만족함. 100% 지워진다 보다는, 자연스럽게 커버됨.
이니스프리 노세범 파우더_워낙 유명하고 파우더 기본탬. 파우더 쓰실려면 그냥 이거 쓰세요. 가격도 저렴함
마녀공장 클랜징 오일_클랜징 오일 중에 유명함. 이거 한 번쓰고 계속 이거 씀.
세컨디자인 클랜징 오일_가성비 제품. 이것도 좋은 제품임. 마녀공장 쓰기 전에 이거만 씀. 사실 눈에 띄게 차이 나는건 없는듯.

그외 궁금하신 점 댓글이나 쪽지 주세요"
0|봄이 좋냐 색기들아?|"난 술이 좋아
#홈텐딩"
0|안녕하세요 일어교육과 성새빛입니다.|"자주 뵙네요 여러분 분에 넘치는 관심 언제나 감사하게 생각하고있습니다!

공인도 뭐도 아닌 제가 학교폭력 의혹이 뜨고... 해명글 까지 쓰는 상황이 올 줄은 몰랐네요...

우선 결론부터 말씀드리면 익명글로 올라온 게시물엔 사실이 하나도 없습니다!

제가 하나하나 반박과 해명을 하겠습니다

1. 흡연

저는 고등학교 시절 교내 흡연은 물론이고 흡연을 한 적이 없습니다. 오히려 2학년 선도부차장 3학년 선도부장을 역임하여 학교 내 담배 피는 학생들과 많은 마찰이 있었습니다. 작성자 분은 저와 마찰이 있었던 학생이 아니였나 의심이 되네요

2. 학교폭력

학교폭력 또한 사실이 아닙니다. 한번도 가해자로 선생님께 불려가거나 징계 받은 사실이 없습니다. 지금은 마산 자취방에 있어서 창원에 가게 된다면 생활기록부를 찍어서 올리겠습니다.

3. 여자관계

제가 제일 어이가 없었던 부분입니다. 저와 같은 고등학교를 나왔으면 정말 이런 글을 쓸수가 있을까 라는 의문이 들 정도였습니다.

저는 18살 고등학교 2학년 시절 한 학년 아래인 1학년과 약 3년 가량의 연애를 하고 성격차이로 인해 20살 후반에 헤어졌습니다.

4. 출석

저는 고등학교 1~2학년 복싱 선수로 활동하면서 수업을 빠진 적이 있습니다. 대회나 훈련과 같은 모두 공결로 인정 되는 상황이였습니다.

그리고 고등학교 3학년 서울에서 소속사 연습생을 합격하여 연습생으로 계약하고 7개월 가량 연습생 생활을 했었습니다. 그로 인해 제가 결석했던 부분은 모두 출석이 인정됐습니다.

처음부터 끝까지 하나도 말이 안되는 글이라 어디서부터 말씀을 드릴지 몰라 많이 고민했습니다.

제가 뭐라고 이런 저격글을 올리셨는진 모르겠지만 하지도 않은 일을 안했다라는 증거를 가져오라면 저는 구할 수가 없습니다. 대신 생활기록부, 선수생활, 연습생에 관한 증거는 있으니 필요하시면 첨부하도록 하겠습니다.

그리고 익명으로 작성하신 분 참 불쌍합니다.

누군가를 깎아 내리기 전에 자기 자신을 한번 더 돌아보고 가꾸셨으면 얼마나 좋았을까요

제가 할 수 있는 가장 점잖은 분노 표현의 방법이라고 생각합니다.

글 삭제하시고 사과글 올리시지 않으면 저도 그 이상의 방법을 사용 할 수 밖에 없다고 생각합니다.


그리고 댓글들을 읽어보니 저를 믿어주시는 학우분들이 많더라고요 정말 감사합니다♥

+++
연습생 계약서 까지 올리겠습니다!"
0|경남대 수준|냄새나서와봤는데 담배피는련들아 제발 담배를폈으면 불좀끄고 다녀라;;이러다가 진짜 불나면 어쩔려고 이러는거고 조심좀하자^^
0|아 진짜 이건 아니지|싸이버거 기대했는데 다음부터 학식 절대 안 먹는다.
0|새로 오신 교수님|표정이 진지하시다
0|맨날 학식 사 먹으면서 징징대지마라|"반강제적으로 먹게시켰으면 인정하겠는데
저따구로 나오는거 느그들이 계속 사먹어주니까
얘네도 개돼지들 잘사먹네 하면서 계속 저렇게 파는거잖아
치킨마요부터 시작해서 뭔 김치날치알?뭐 그거랑 오늘맘스터치
뭐 맛이없니..이렇게 나오니 하는데 그냥 생각을 해봐
여태까지 학식 맛있게 나온적이있냐? 없지?
근데도 너넨 이걸 계속 사먹었잖아 그치?
아니 진짜 학식이 노답이면 불매운동을해 개돼지마냥 사먹지말고
물론 위쪽에서 수업듣는애들 힘들수도있어 인정해
그치만 나도 위쪽에서 수업듣지만 내려가서 밥먹는다
너네도 딱1주일이라도 불매운동을 해봐 그러면 학교측에서도 느끼겠지
아니면 그냥 징징대는글을 올리지말아줘 보기싫으니까.."
0|사회복지학과|"오늘 과방에서 술먹은 애들 반성해라 ㅋㅋㅋㅌㅋㅋㅋㅋㅋ
개념없는 너희들때문에 잘못없는 과애들도 욕먹어야함?
같은 과로서 개쪽팔린다 ㅗ"
0|이래서 비대면 하고 싶다는거지|"달리 이유가 있겠나
방역이 지켜지지가 않는데.. 이런 위험을 감수하고 학교를 나와야하는 이유를 모르겠다. 학교가 대면을 원하면 학생들끼리라도 방역을 잘 해야죠..
+어느 특정한 과를 욕먹이자는게 아니라 다른 분들도 지켜주셨으면 합니다."
